split,model,configuration,stage2_usage,n_stage2,accuracy,auc,f1,precision,recall,specificity,tn,fp,fn,tp
19,XGBoost,Cascade,0.13333333333333333,8,0.9,0.9266666666666667,0.9032258064516129,0.875,0.9333333333333333,0.8666666666666667,26,4,2,28
20,Logistic Regression,Stage 1 only,0.0,0,0.8333333333333334,0.918888888888889,0.8275862068965517,0.8571428571428571,0.8,0.8666666666666667,26,4,6,24
20,Logistic Regression,Stage 1 + Stage 2,1.0,60,0.8666666666666667,0.9344444444444444,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,26,4,4,26
20,Logistic Regression,Cascade,0.1,6,0.8666666666666667,0.9100000000000001,0.8620689655172413,0.8928571428571429,0.8333333333333334,0.9,27,3,5,25
20,Random Forest,Stage 1 only,0.0,0,0.8,0.9016666666666666,0.8064516129032258,0.78125,0.8333333333333334,0.7666666666666667,23,7,5,25
20,Random Forest,Stage 1 + Stage 2,1.0,60,0.8333333333333334,0.9177777777777778,0.8387096774193549,0.8125,0.8666666666666667,0.8,24,6,4,26
20,Random Forest,Cascade,0.4,24,0.8166666666666667,0.8977777777777778,0.819672131147541,0.8064516129032258,0.8333333333333334,0.8,24,6,5,25
20,XGBoost,Stage 1 only,0.0,0,0.7666666666666667,0.8866666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,23,7,7,23
20,XGBoost,Stage 1 + Stage 2,1.0,60,0.8166666666666667,0.9044444444444444,0.8070175438596491,0.8518518518518519,0.7666666666666667,0.8666666666666667,26,4,7,23
20,XGBoost,Cascade,0.21666666666666667,13,0.8166666666666667,0.8922222222222222,0.8070175438596491,0.8518518518518519,0.7666666666666667,0.8666666666666667,26,4,7,23
21,Logistic Regression,Stage 1 only,0.0,0,0.8833333333333333,0.9677777777777777,0.8852459016393442,0.8709677419354839,0.9,0.8666666666666667,26,4,3,27
21,Logistic Regression,Stage 1 + Stage 2,1.0,60,0.8833333333333333,0.9522222222222222,0.8888888888888888,0.8484848484848485,0.9333333333333333,0.8333333333333334,25,5,2,28
21,Logistic Regression,Cascade,0.11666666666666667,7,0.9333333333333333,0.961111111111111,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,28,2,2,28
21,Random Forest,Stage 1 only,0.0,0,0.8666666666666667,0.9366666666666668,0.8709677419354839,0.84375,0.9,0.8333333333333334,25,5,3,27
21,Random Forest,Stage 1 + Stage 2,1.0,60,0.9333333333333333,0.9588888888888889,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,28,2,2,28
21,Random Forest,Cascade,0.43333333333333335,26,0.9333333333333333,0.9483333333333334,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,28,2,2,28
21,XGBoost,Stage 1 only,0.0,0,0.8333333333333334,0.9188888888888889,0.8387096774193549,0.8125,0.8666666666666667,0.8,24,6,4,26
21,XGBoost,Stage 1 + Stage 2,1.0,60,0.8666666666666667,0.9255555555555556,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,26,4,4,26
21,XGBoost,Cascade,0.23333333333333334,14,0.8833333333333333,0.9255555555555556,0.8813559322033898,0.896551724137931,0.8666666666666667,0.9,27,3,4,26
22,Logistic Regression,Stage 1 only,0.0,0,0.9166666666666666,0.9822222222222222,0.9206349206349206,0.8787878787878788,0.9666666666666667,0.8666666666666667,26,4,1,29
22,Logistic Regression,Stage 1 + Stage 2,1.0,60,0.95,0.9866666666666668,0.9491525423728814,0.9655172413793104,0.9333333333333333,0.9666666666666667,29,1,2,28
22,Logistic Regression,Cascade,0.15,9,0.9666666666666667,0.9788888888888889,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
22,Random Forest,Stage 1 only,0.0,0,0.9,0.9522222222222222,0.9,0.9,0.9,0.9,27,3,3,27
22,Random Forest,Stage 1 + Stage 2,1.0,60,0.9,0.975,0.9032258064516129,0.875,0.9333333333333333,0.8666666666666667,26,4,2,28
22,Random Forest,Cascade,0.48333333333333334,29,0.9,0.9650000000000001,0.9032258064516129,0.875,0.9333333333333333,0.8666666666666667,26,4,2,28
22,XGBoost,Stage 1 only,0.0,0,0.8666666666666667,0.93,0.8571428571428571,0.9230769230769231,0.8,0.9333333333333333,28,2,6,24
22,XGBoost,Stage 1 + Stage 2,1.0,60,0.8166666666666667,0.8966666666666666,0.8070175438596491,0.8518518518518519,0.7666666666666667,0.8666666666666667,26,4,7,23
22,XGBoost,Cascade,0.11666666666666667,7,0.8333333333333334,0.9288888888888889,0.8275862068965517,0.8571428571428571,0.8,0.8666666666666667,26,4,6,24
23,Logistic Regression,Stage 1 only,0.0,0,0.9,0.98,0.9,0.9,0.9,0.9,27,3,3,27
23,Logistic Regression,Stage 1 + Stage 2,1.0,60,0.9,0.9522222222222222,0.9,0.9,0.9,0.9,27,3,3,27
23,Logistic Regression,Cascade,0.15,9,0.9,0.9411111111111111,0.9,0.9,0.9,0.9,27,3,3,27
23,Random Forest,Stage 1 only,0.0,0,0.9,0.9694444444444444,0.9032258064516129,0.875,0.9333333333333333,0.8666666666666667,26,4,2,28
23,Random Forest,Stage 1 + Stage 2,1.0,60,0.9166666666666666,0.9688888888888888,0.9152542372881356,0.9310344827586207,0.9,0.9333333333333333,28,2,3,27
23,Random Forest,Cascade,0.38333333333333336,23,0.9166666666666666,0.9761111111111112,0.9152542372881356,0.9310344827586207,0.9,0.9333333333333333,28,2,3,27
23,XGBoost,Stage 1 only,0.0,0,0.8,0.8955555555555557,0.7857142857142857,0.8461538461538461,0.7333333333333333,0.8666666666666667,26,4,8,22
23,XGBoost,Stage 1 + Stage 2,1.0,60,0.8666666666666667,0.9188888888888889,0.8571428571428571,0.9230769230769231,0.8,0.9333333333333333,28,2,6,24
23,XGBoost,Cascade,0.11666666666666667,7,0.8333333333333334,0.9177777777777778,0.8214285714285714,0.8846153846153846,0.7666666666666667,0.9,27,3,7,23
24,Logistic Regression,Stage 1 only,0.0,0,0.8833333333333333,0.9555555555555556,0.8813559322033898,0.896551724137931,0.8666666666666667,0.9,27,3,4,26
24,Logistic Regression,Stage 1 + Stage 2,1.0,60,0.9,0.9588888888888889,0.9,0.9,0.9,0.9,27,3,3,27
24,Logistic Regression,Cascade,0.13333333333333333,8,0.8833333333333333,0.9533333333333334,0.8813559322033898,0.896551724137931,0.8666666666666667,0.9,27,3,4,26
24,Random Forest,Stage 1 only,0.0,0,0.9166666666666666,0.9794444444444445,0.9206349206349206,0.8787878787878788,0.9666666666666667,0.8666666666666667,26,4,1,29
24,Random Forest,Stage 1 + Stage 2,1.0,60,0.9166666666666666,0.9816666666666667,0.9180327868852459,0.9032258064516129,0.9333333333333333,0.9,27,3,2,28
24,Random Forest,Cascade,0.4,24,0.9166666666666666,0.9833333333333333,0.9180327868852459,0.9032258064516129,0.9333333333333333,0.9,27,3,2,28
24,XGBoost,Stage 1 only,0.0,0,0.8166666666666667,0.9266666666666666,0.8135593220338984,0.8275862068965517,0.8,0.8333333333333334,25,5,6,24
24,XGBoost,Stage 1 + Stage 2,1.0,60,0.8333333333333334,0.94,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,25,5,5,25
24,XGBoost,Cascade,0.2,12,0.8333333333333334,0.9455555555555555,0.8275862068965517,0.8571428571428571,0.8,0.8666666666666667,26,4,6,24
25,Logistic Regression,Stage 1 only,0.0,0,0.8833333333333333,0.98,0.8888888888888888,0.8484848484848485,0.9333333333333333,0.8333333333333334,25,5,2,28
25,Logistic Regression,Stage 1 + Stage 2,1.0,60,0.9,0.9577777777777778,0.9032258064516129,0.875,0.9333333333333333,0.8666666666666667,26,4,2,28
25,Logistic Regression,Cascade,0.23333333333333334,14,0.9,0.9644444444444444,0.9032258064516129,0.875,0.9333333333333333,0.8666666666666667,26,4,2,28
25,Random Forest,Stage 1 only,0.0,0,0.9,0.9627777777777778,0.896551724137931,0.9285714285714286,0.8666666666666667,0.9333333333333333,28,2,4,26
25,Random Forest,Stage 1 + Stage 2,1.0,60,0.9166666666666666,0.9844444444444445,0.9152542372881356,0.9310344827586207,0.9,0.9333333333333333,28,2,3,27
25,Random Forest,Cascade,0.4666666666666667,28,0.9166666666666666,0.9711111111111111,0.9152542372881356,0.9310344827586207,0.9,0.9333333333333333,28,2,3,27
25,XGBoost,Stage 1 only,0.0,0,0.85,0.9333333333333333,0.847457627118644,0.8620689655172413,0.8333333333333334,0.8666666666666667,26,4,5,25
25,XGBoost,Stage 1 + Stage 2,1.0,60,0.8666666666666667,0.94,0.8620689655172413,0.8928571428571429,0.8333333333333334,0.9,27,3,5,25
25,XGBoost,Cascade,0.23333333333333334,14,0.8666666666666667,0.9344444444444444,0.8620689655172413,0.8928571428571429,0.8333333333333334,0.9,27,3,5,25
26,Logistic Regression,Stage 1 only,0.0,0,0.9,0.9522222222222223,0.896551724137931,0.9285714285714286,0.8666666666666667,0.9333333333333333,28,2,4,26
26,Logistic Regression,Stage 1 + Stage 2,1.0,60,0.9,0.9655555555555555,0.896551724137931,0.9285714285714286,0.8666666666666667,0.9333333333333333,28,2,4,26
26,Logistic Regression,Cascade,0.13333333333333333,8,0.8833333333333333,0.9466666666666668,0.8771929824561403,0.9259259259259259,0.8333333333333334,0.9333333333333333,28,2,5,25
26,Random Forest,Stage 1 only,0.0,0,0.9166666666666666,0.9522222222222222,0.9152542372881356,0.9310344827586207,0.9,0.9333333333333333,28,2,3,27
26,Random Forest,Stage 1 + Stage 2,1.0,60,0.9333333333333333,0.9872222222222222,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,28,2,2,28
26,Random Forest,Cascade,0.36666666666666664,22,0.9333333333333333,0.9583333333333334,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,28,2,2,28
26,XGBoost,Stage 1 only,0.0,0,0.9,0.908888888888889,0.896551724137931,0.9285714285714286,0.8666666666666667,0.9333333333333333,28,2,4,26
26,XGBoost,Stage 1 + Stage 2,1.0,60,0.8833333333333333,0.9322222222222223,0.8771929824561403,0.9259259259259259,0.8333333333333334,0.9333333333333333,28,2,5,25
26,XGBoost,Cascade,0.11666666666666667,7,0.8833333333333333,0.9111111111111112,0.8771929824561403,0.9259259259259259,0.8333333333333334,0.9333333333333333,28,2,5,25
27,Logistic Regression,Stage 1 only,0.0,0,0.8666666666666667,0.9688888888888888,0.8571428571428571,0.9230769230769231,0.8,0.9333333333333333,28,2,6,24
27,Logistic Regression,Stage 1 + Stage 2,1.0,60,0.9333333333333333,0.9688888888888889,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
27,Logistic Regression,Cascade,0.21666666666666667,13,0.9166666666666666,0.9766666666666667,0.9180327868852459,0.9032258064516129,0.9333333333333333,0.9,27,3,2,28
27,Random Forest,Stage 1 only,0.0,0,0.9166666666666666,0.9772222222222221,0.9152542372881356,0.9310344827586207,0.9,0.9333333333333333,28,2,3,27
27,Random Forest,Stage 1 + Stage 2,1.0,60,0.95,0.9844444444444445,0.9491525423728814,0.9655172413793104,0.9333333333333333,0.9666666666666667,29,1,2,28
27,Random Forest,Cascade,0.43333333333333335,26,0.95,0.9861111111111112,0.9491525423728814,0.9655172413793104,0.9333333333333333,0.9666666666666667,29,1,2,28
27,XGBoost,Stage 1 only,0.0,0,0.85,0.9644444444444444,0.8301886792452831,0.9565217391304348,0.7333333333333333,0.9666666666666667,29,1,8,22
27,XGBoost,Stage 1 + Stage 2,1.0,60,0.9,0.9766666666666666,0.896551724137931,0.9285714285714286,0.8666666666666667,0.9333333333333333,28,2,4,26
27,XGBoost,Cascade,0.21666666666666667,13,0.8666666666666667,0.9677777777777777,0.8571428571428571,0.9230769230769231,0.8,0.9333333333333333,28,2,6,24
28,Logistic Regression,Stage 1 only,0.0,0,0.9666666666666667,0.9855555555555555,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
28,Logistic Regression,Stage 1 + Stage 2,1.0,60,0.9833333333333333,0.9855555555555555,0.9830508474576272,1.0,0.9666666666666667,1.0,30,0,1,29
28,Logistic Regression,Cascade,0.08333333333333333,5,0.9833333333333333,0.9855555555555555,0.9830508474576272,1.0,0.9666666666666667,1.0,30,0,1,29
28,Random Forest,Stage 1 only,0.0,0,0.9166666666666666,0.9772222222222223,0.9180327868852459,0.9032258064516129,0.9333333333333333,0.9,27,3,2,28
28,Random Forest,Stage 1 + Stage 2,1.0,60,0.9333333333333333,0.9805555555555555,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,28,2,2,28
28,Random Forest,Cascade,0.4,24,0.9333333333333333,0.98,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,28,2,2,28
28,XGBoost,Stage 1 only,0.0,0,0.8666666666666667,0.9466666666666668,0.8518518518518519,0.9583333333333334,0.7666666666666667,0.9666666666666667,29,1,7,23
28,XGBoost,Stage 1 + Stage 2,1.0,60,0.8666666666666667,0.9544444444444444,0.8571428571428571,0.9230769230769231,0.8,0.9333333333333333,28,2,6,24
28,XGBoost,Cascade,0.18333333333333332,11,0.8833333333333333,0.95,0.8771929824561403,0.9259259259259259,0.8333333333333334,0.9333333333333333,28,2,5,25
29,Logistic Regression,Stage 1 only,0.0,0,0.9333333333333333,0.9933333333333334,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,28,2,2,28
29,Logistic Regression,Stage 1 + Stage 2,1.0,60,0.8666666666666667,0.9655555555555555,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,26,4,4,26
29,Logistic Regression,Cascade,0.16666666666666666,10,0.9,0.9788888888888889,0.9,0.9,0.9,0.9,27,3,3,27
29,Random Forest,Stage 1 only,0.0,0,0.9,0.9883333333333334,0.90625,0.8529411764705882,0.9666666666666667,0.8333333333333334,25,5,1,29
29,Random Forest,Stage 1 + Stage 2,1.0,60,0.9333333333333333,0.991111111111111,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
29,Random Forest,Cascade,0.43333333333333335,26,0.9333333333333333,0.9911111111111112,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
29,XGBoost,Stage 1 only,0.0,0,0.9333333333333333,0.9722222222222222,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
29,XGBoost,Stage 1 + Stage 2,1.0,60,0.95,0.9811111111111112,0.9508196721311475,0.9354838709677419,0.9666666666666667,0.9333333333333333,28,2,1,29
29,XGBoost,Cascade,0.16666666666666666,10,0.9333333333333333,0.9766666666666667,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
30,Logistic Regression,Stage 1 only,0.0,0,0.9166666666666666,0.9744444444444444,0.9180327868852459,0.9032258064516129,0.9333333333333333,0.9,27,3,2,28
30,Logistic Regression,Stage 1 + Stage 2,1.0,60,0.9333333333333333,0.9877777777777778,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,28,2,2,28
30,Logistic Regression,Cascade,0.08333333333333333,5,0.9,0.9855555555555556,0.9,0.9,0.9,0.9,27,3,3,27
30,Random Forest,Stage 1 only,0.0,0,0.8333333333333334,0.9633333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,25,5,5,25
30,Random Forest,Stage 1 + Stage 2,1.0,60,0.9166666666666666,0.9783333333333334,0.9152542372881356,0.9310344827586207,0.9,0.9333333333333333,28,2,3,27
30,Random Forest,Cascade,0.4,24,0.9166666666666666,0.9827777777777779,0.9152542372881356,0.9310344827586207,0.9,0.9333333333333333,28,2,3,27
30,XGBoost,Stage 1 only,0.0,0,0.8166666666666667,0.9111111111111111,0.8135593220338984,0.8275862068965517,0.8,0.8333333333333334,25,5,6,24
30,XGBoost,Stage 1 + Stage 2,1.0,60,0.85,0.9322222222222223,0.8421052631578947,0.8888888888888888,0.8,0.9,27,3,6,24
30,XGBoost,Cascade,0.16666666666666666,10,0.8333333333333334,0.9199999999999999,0.8214285714285714,0.8846153846153846,0.7666666666666667,0.9,27,3,7,23
