scenario,split,model,configuration,threshold_low,threshold_high,stage2_usage,n_stage2,accuracy,auc,f1,precision,recall,specificity,tn,fp,fn,tp
medium,14,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9333333333333333,1.0,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
medium,14,Random Forest,Cascade,0.2,0.8,0.3333333333333333,20,0.9333333333333333,1.0,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
medium,14,Random Forest,Cascade,0.3,0.7,0.16666666666666666,10,0.9333333333333333,1.0,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
medium,14,Random Forest,Cascade,0.4,0.6,0.1,6,0.9333333333333333,0.9994444444444445,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
medium,14,XGBoost,Stage 1 only,,,0.0,0,0.9333333333333333,0.9822222222222222,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
medium,14,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9,0.9688888888888889,0.9090909090909091,0.8333333333333334,1.0,0.8,24,6,0,30
medium,14,XGBoost,Cascade,0.2,0.8,0.11666666666666667,7,0.9166666666666666,0.9855555555555555,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,14,XGBoost,Cascade,0.3,0.7,0.1,6,0.9166666666666666,0.9833333333333334,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,14,XGBoost,Cascade,0.4,0.6,0.03333333333333333,2,0.9333333333333333,0.9855555555555555,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
medium,15,Logistic Regression,Stage 1 only,,,0.0,0,0.7833333333333333,0.7844444444444444,0.7936507936507936,0.7575757575757576,0.8333333333333334,0.7333333333333333,22,8,5,25
medium,15,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.75,0.8155555555555556,0.7619047619047619,0.7272727272727273,0.8,0.7,21,9,6,24
medium,15,Logistic Regression,Cascade,0.2,0.8,0.36666666666666664,22,0.7666666666666667,0.7966666666666666,0.7741935483870968,0.75,0.8,0.7333333333333333,22,8,6,24
medium,15,Logistic Regression,Cascade,0.3,0.7,0.2833333333333333,17,0.7666666666666667,0.7866666666666666,0.7741935483870968,0.75,0.8,0.7333333333333333,22,8,6,24
medium,15,Logistic Regression,Cascade,0.4,0.6,0.13333333333333333,8,0.8,0.7744444444444444,0.8181818181818182,0.75,0.9,0.7,21,9,3,27
medium,15,Random Forest,Stage 1 only,,,0.0,0,0.9666666666666667,0.9988888888888888,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
medium,15,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.95,0.9972222222222222,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
medium,15,Random Forest,Cascade,0.2,0.8,0.35,21,0.95,0.9972222222222222,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
medium,15,Random Forest,Cascade,0.3,0.7,0.13333333333333333,8,0.95,1.0,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
medium,15,Random Forest,Cascade,0.4,0.6,0.03333333333333333,2,0.9333333333333333,0.9988888888888888,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
medium,15,XGBoost,Stage 1 only,,,0.0,0,0.9166666666666666,0.9988888888888889,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,15,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.8833333333333333,0.9844444444444445,0.8888888888888888,0.8484848484848485,0.9333333333333333,0.8333333333333334,25,5,2,28
medium,15,XGBoost,Cascade,0.2,0.8,0.15,9,0.9166666666666666,1.0,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,15,XGBoost,Cascade,0.3,0.7,0.05,3,0.9166666666666666,0.9988888888888889,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,15,XGBoost,Cascade,0.4,0.6,0.05,3,0.9166666666666666,0.9988888888888889,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,16,Logistic Regression,Stage 1 only,,,0.0,0,0.7833333333333333,0.8633333333333335,0.7636363636363637,0.84,0.7,0.8666666666666667,26,4,9,21
medium,16,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.7666666666666667,0.8611111111111112,0.7586206896551724,0.7857142857142857,0.7333333333333333,0.8,24,6,8,22
medium,16,Logistic Regression,Cascade,0.2,0.8,0.4666666666666667,28,0.7833333333333333,0.8633333333333334,0.7719298245614035,0.8148148148148148,0.7333333333333333,0.8333333333333334,25,5,8,22
medium,16,Logistic Regression,Cascade,0.3,0.7,0.26666666666666666,16,0.8166666666666667,0.8511111111111112,0.8070175438596491,0.8518518518518519,0.7666666666666667,0.8666666666666667,26,4,7,23
medium,16,Logistic Regression,Cascade,0.4,0.6,0.13333333333333333,8,0.85,0.8644444444444446,0.847457627118644,0.8620689655172413,0.8333333333333334,0.8666666666666667,26,4,5,25
medium,16,Random Forest,Stage 1 only,,,0.0,0,0.95,0.9983333333333333,0.9473684210526315,1.0,0.9,1.0,30,0,3,27
medium,16,Random Forest,Stage 1 + Stage 2,,,1.0,60,1.0,1.0,1.0,1.0,1.0,1.0,30,0,0,30
medium,16,Random Forest,Cascade,0.2,0.8,0.4,24,1.0,1.0,1.0,1.0,1.0,1.0,30,0,0,30
medium,16,Random Forest,Cascade,0.3,0.7,0.16666666666666666,10,1.0,1.0,1.0,1.0,1.0,1.0,30,0,0,30
medium,16,Random Forest,Cascade,0.4,0.6,0.11666666666666667,7,1.0,1.0,1.0,1.0,1.0,1.0,30,0,0,30
medium,16,XGBoost,Stage 1 only,,,0.0,0,0.9333333333333333,0.9922222222222222,0.9310344827586207,0.9642857142857143,0.9,0.9666666666666667,29,1,3,27
medium,16,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9666666666666667,0.9988888888888889,0.9655172413793104,1.0,0.9333333333333333,1.0,30,0,2,28
medium,16,XGBoost,Cascade,0.2,0.8,0.21666666666666667,13,0.9666666666666667,0.9988888888888889,0.9655172413793104,1.0,0.9333333333333333,1.0,30,0,2,28
medium,16,XGBoost,Cascade,0.3,0.7,0.13333333333333333,8,0.95,0.9944444444444445,0.9473684210526315,1.0,0.9,1.0,30,0,3,27
medium,16,XGBoost,Cascade,0.4,0.6,0.05,3,0.95,0.9933333333333334,0.9473684210526315,1.0,0.9,1.0,30,0,3,27
medium,17,Logistic Regression,Stage 1 only,,,0.0,0,0.7833333333333333,0.8366666666666667,0.7796610169491526,0.7931034482758621,0.7666666666666667,0.8,24,6,7,23
medium,17,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.8666666666666667,0.9333333333333333,0.8709677419354839,0.84375,0.9,0.8333333333333334,25,5,3,27
medium,17,Logistic Regression,Cascade,0.2,0.8,0.38333333333333336,23,0.85,0.8833333333333333,0.8524590163934426,0.8387096774193549,0.8666666666666667,0.8333333333333334,25,5,4,26
medium,17,Logistic Regression,Cascade,0.3,0.7,0.25,15,0.85,0.88,0.8524590163934426,0.8387096774193549,0.8666666666666667,0.8333333333333334,25,5,4,26
medium,17,Logistic Regression,Cascade,0.4,0.6,0.1,6,0.8,0.85,0.8,0.8,0.8,0.8,24,6,6,24
medium,17,Random Forest,Stage 1 only,,,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,30,0,0,30
medium,17,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9833333333333333,1.0,0.9836065573770492,0.967741935483871,1.0,0.9666666666666667,29,1,0,30
medium,17,Random Forest,Cascade,0.2,0.8,0.36666666666666664,22,0.9833333333333333,1.0,0.9836065573770492,0.967741935483871,1.0,0.9666666666666667,29,1,0,30
medium,17,Random Forest,Cascade,0.3,0.7,0.15,9,0.9833333333333333,1.0,0.9836065573770492,0.967741935483871,1.0,0.9666666666666667,29,1,0,30
medium,17,Random Forest,Cascade,0.4,0.6,0.03333333333333333,2,0.9833333333333333,1.0,0.9836065573770492,0.967741935483871,1.0,0.9666666666666667,29,1,0,30
medium,17,XGBoost,Stage 1 only,,,0.0,0,0.95,0.9944444444444445,0.9508196721311475,0.9354838709677419,0.9666666666666667,0.9333333333333333,28,2,1,29
medium,17,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9666666666666667,0.9966666666666667,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
medium,17,XGBoost,Cascade,0.2,0.8,0.21666666666666667,13,0.9666666666666667,0.9966666666666667,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
medium,17,XGBoost,Cascade,0.3,0.7,0.13333333333333333,8,0.9666666666666667,0.9977777777777778,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
medium,17,XGBoost,Cascade,0.4,0.6,0.03333333333333333,2,0.95,0.9944444444444445,0.9508196721311475,0.9354838709677419,0.9666666666666667,0.9333333333333333,28,2,1,29
medium,18,Logistic Regression,Stage 1 only,,,0.0,0,0.7666666666666667,0.8522222222222222,0.7741935483870968,0.75,0.8,0.7333333333333333,22,8,6,24
medium,18,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.7666666666666667,0.8500000000000001,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,23,7,7,23
medium,18,Logistic Regression,Cascade,0.2,0.8,0.4166666666666667,25,0.8,0.8111111111111111,0.8,0.8,0.8,0.8,24,6,6,24
medium,18,Logistic Regression,Cascade,0.3,0.7,0.23333333333333334,14,0.7833333333333333,0.82,0.7868852459016393,0.7741935483870968,0.8,0.7666666666666667,23,7,6,24
medium,18,Logistic Regression,Cascade,0.4,0.6,0.16666666666666666,10,0.7833333333333333,0.818888888888889,0.7868852459016393,0.7741935483870968,0.8,0.7666666666666667,23,7,6,24
medium,18,Random Forest,Stage 1 only,,,0.0,0,0.9666666666666667,1.0,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
medium,18,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.95,0.9838888888888888,0.9508196721311475,0.9354838709677419,0.9666666666666667,0.9333333333333333,28,2,1,29
medium,18,Random Forest,Cascade,0.2,0.8,0.43333333333333335,26,0.95,0.9922222222222222,0.9508196721311475,0.9354838709677419,0.9666666666666667,0.9333333333333333,28,2,1,29
medium,18,Random Forest,Cascade,0.3,0.7,0.23333333333333334,14,0.95,0.9955555555555556,0.9508196721311475,0.9354838709677419,0.9666666666666667,0.9333333333333333,28,2,1,29
medium,18,Random Forest,Cascade,0.4,0.6,0.06666666666666667,4,0.95,0.9955555555555554,0.9508196721311475,0.9354838709677419,0.9666666666666667,0.9333333333333333,28,2,1,29
medium,18,XGBoost,Stage 1 only,,,0.0,0,0.9166666666666666,0.9700000000000001,0.9180327868852459,0.9032258064516129,0.9333333333333333,0.9,27,3,2,28
medium,18,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9,0.9555555555555556,0.9,0.9,0.9,0.9,27,3,3,27
medium,18,XGBoost,Cascade,0.2,0.8,0.2,12,0.9,0.9722222222222221,0.9,0.9,0.9,0.9,27,3,3,27
medium,18,XGBoost,Cascade,0.3,0.7,0.11666666666666667,7,0.9,0.9766666666666668,0.9,0.9,0.9,0.9,27,3,3,27
medium,18,XGBoost,Cascade,0.4,0.6,0.1,6,0.9,0.9733333333333334,0.9,0.9,0.9,0.9,27,3,3,27
medium,19,Logistic Regression,Stage 1 only,,,0.0,0,0.75,0.8200000000000001,0.7692307692307693,0.7142857142857143,0.8333333333333334,0.6666666666666666,20,10,5,25
medium,19,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.7333333333333333,0.8411111111111111,0.7575757575757576,0.6944444444444444,0.8333333333333334,0.6333333333333333,19,11,5,25
medium,19,Logistic Regression,Cascade,0.2,0.8,0.45,27,0.75,0.86,0.7692307692307693,0.7142857142857143,0.8333333333333334,0.6666666666666666,20,10,5,25
medium,19,Logistic Regression,Cascade,0.3,0.7,0.31666666666666665,19,0.75,0.858888888888889,0.7692307692307693,0.7142857142857143,0.8333333333333334,0.6666666666666666,20,10,5,25
medium,19,Logistic Regression,Cascade,0.4,0.6,0.13333333333333333,8,0.8,0.8344444444444444,0.8181818181818182,0.75,0.9,0.7,21,9,3,27
medium,19,Random Forest,Stage 1 only,,,0.0,0,0.9,0.99,0.9090909090909091,0.8333333333333334,1.0,0.8,24,6,0,30
medium,19,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9166666666666666,0.9805555555555555,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,19,Random Forest,Cascade,0.2,0.8,0.5,30,0.9166666666666666,0.9861111111111112,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,19,Random Forest,Cascade,0.3,0.7,0.2833333333333333,17,0.9166666666666666,0.9861111111111112,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,19,Random Forest,Cascade,0.4,0.6,0.1,6,0.9166666666666666,0.9811111111111112,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,19,XGBoost,Stage 1 only,,,0.0,0,0.9166666666666666,0.9811111111111112,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,19,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9333333333333333,0.9622222222222222,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
medium,19,XGBoost,Cascade,0.2,0.8,0.2,12,0.9333333333333333,0.9822222222222222,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
medium,19,XGBoost,Cascade,0.3,0.7,0.06666666666666667,4,0.9333333333333333,0.9855555555555555,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
medium,19,XGBoost,Cascade,0.4,0.6,0.0,0,0.9166666666666666,0.9811111111111112,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,20,Logistic Regression,Stage 1 only,,,0.0,0,0.75,0.8366666666666668,0.7540983606557377,0.7419354838709677,0.7666666666666667,0.7333333333333333,22,8,7,23
medium,20,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.8,0.9022222222222223,0.8,0.8,0.8,0.8,24,6,6,24
medium,20,Logistic Regression,Cascade,0.2,0.8,0.5,30,0.8,0.8744444444444445,0.8,0.8,0.8,0.8,24,6,6,24
medium,20,Logistic Regression,Cascade,0.3,0.7,0.3333333333333333,20,0.8,0.86,0.8,0.8,0.8,0.8,24,6,6,24
medium,20,Logistic Regression,Cascade,0.4,0.6,0.16666666666666666,10,0.8,0.84,0.8064516129032258,0.78125,0.8333333333333334,0.7666666666666667,23,7,5,25
medium,20,Random Forest,Stage 1 only,,,0.0,0,0.9666666666666667,0.9966666666666667,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
medium,20,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9666666666666667,0.9905555555555555,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
medium,20,Random Forest,Cascade,0.2,0.8,0.55,33,0.9666666666666667,0.9911111111111112,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
medium,20,Random Forest,Cascade,0.3,0.7,0.23333333333333334,14,0.9666666666666667,0.9927777777777778,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
medium,20,Random Forest,Cascade,0.4,0.6,0.1,6,0.9666666666666667,0.9944444444444445,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
medium,20,XGBoost,Stage 1 only,,,0.0,0,0.9166666666666666,0.9766666666666667,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,20,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.95,0.98,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
medium,20,XGBoost,Cascade,0.2,0.8,0.16666666666666666,10,0.95,0.9955555555555555,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
medium,20,XGBoost,Cascade,0.3,0.7,0.06666666666666667,4,0.9166666666666666,0.98,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,20,XGBoost,Cascade,0.4,0.6,0.06666666666666667,4,0.9166666666666666,0.98,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,21,Logistic Regression,Stage 1 only,,,0.0,0,0.75,0.861111111111111,0.7540983606557377,0.7419354838709677,0.7666666666666667,0.7333333333333333,22,8,7,23
medium,21,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.8,0.8755555555555555,0.7931034482758621,0.8214285714285714,0.7666666666666667,0.8333333333333334,25,5,7,23
medium,21,Logistic Regression,Cascade,0.2,0.8,0.4166666666666667,25,0.8166666666666667,0.8677777777777778,0.8135593220338984,0.8275862068965517,0.8,0.8333333333333334,25,5,6,24
medium,21,Logistic Regression,Cascade,0.3,0.7,0.3,18,0.8,0.8377777777777777,0.8,0.8,0.8,0.8,24,6,6,24
medium,21,Logistic Regression,Cascade,0.4,0.6,0.15,9,0.7833333333333333,0.8666666666666667,0.7868852459016393,0.7741935483870968,0.8,0.7666666666666667,23,7,6,24
medium,21,Random Forest,Stage 1 only,,,0.0,0,0.95,0.9916666666666666,0.9508196721311475,0.9354838709677419,0.9666666666666667,0.9333333333333333,28,2,1,29
medium,21,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9666666666666667,0.99,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
medium,21,Random Forest,Cascade,0.2,0.8,0.38333333333333336,23,0.9666666666666667,0.9944444444444445,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
medium,21,Random Forest,Cascade,0.3,0.7,0.16666666666666666,10,0.9666666666666667,0.9894444444444443,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
medium,21,Random Forest,Cascade,0.4,0.6,0.03333333333333333,2,0.95,0.9883333333333333,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
medium,21,XGBoost,Stage 1 only,,,0.0,0,0.9333333333333333,0.9788888888888889,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
medium,21,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9666666666666667,0.9877777777777779,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
medium,21,XGBoost,Cascade,0.2,0.8,0.13333333333333333,8,0.9666666666666667,0.9844444444444445,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
medium,21,XGBoost,Cascade,0.3,0.7,0.06666666666666667,4,0.9666666666666667,0.9811111111111112,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
medium,21,XGBoost,Cascade,0.4,0.6,0.03333333333333333,2,0.9333333333333333,0.9811111111111112,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
medium,22,Logistic Regression,Stage 1 only,,,0.0,0,0.75,0.84,0.7540983606557377,0.7419354838709677,0.7666666666666667,0.7333333333333333,22,8,7,23
medium,22,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.8166666666666667,0.9077777777777778,0.8135593220338984,0.8275862068965517,0.8,0.8333333333333334,25,5,6,24
medium,22,Logistic Regression,Cascade,0.2,0.8,0.31666666666666665,19,0.7833333333333333,0.8777777777777778,0.7796610169491526,0.7931034482758621,0.7666666666666667,0.8,24,6,7,23
medium,22,Logistic Regression,Cascade,0.3,0.7,0.18333333333333332,11,0.8,0.8677777777777778,0.8,0.8,0.8,0.8,24,6,6,24
medium,22,Logistic Regression,Cascade,0.4,0.6,0.13333333333333333,8,0.8,0.8555555555555555,0.8,0.8,0.8,0.8,24,6,6,24
medium,22,Random Forest,Stage 1 only,,,0.0,0,0.95,0.9838888888888889,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
medium,22,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9666666666666667,0.9883333333333333,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
medium,22,Random Forest,Cascade,0.2,0.8,0.4,24,0.9666666666666667,0.9927777777777778,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
medium,22,Random Forest,Cascade,0.3,0.7,0.21666666666666667,13,0.9666666666666667,0.9922222222222222,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
medium,22,Random Forest,Cascade,0.4,0.6,0.06666666666666667,4,0.95,0.9861111111111112,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
medium,22,XGBoost,Stage 1 only,,,0.0,0,0.95,0.9922222222222222,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
medium,22,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9666666666666667,0.9977777777777778,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,29
medium,22,XGBoost,Cascade,0.2,0.8,0.16666666666666666,10,0.9833333333333333,0.9966666666666667,0.9836065573770492,0.967741935483871,1.0,0.9666666666666667,29,1,0,30
medium,22,XGBoost,Cascade,0.3,0.7,0.1,6,0.9833333333333333,0.9966666666666667,0.9836065573770492,0.967741935483871,1.0,0.9666666666666667,29,1,0,30
medium,22,XGBoost,Cascade,0.4,0.6,0.03333333333333333,2,0.9666666666666667,0.9922222222222222,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
medium,23,Logistic Regression,Stage 1 only,,,0.0,0,0.75,0.8088888888888889,0.7692307692307693,0.7142857142857143,0.8333333333333334,0.6666666666666666,20,10,5,25
medium,23,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.7666666666666667,0.8511111111111112,0.78125,0.7352941176470589,0.8333333333333334,0.7,21,9,5,25
medium,23,Logistic Regression,Cascade,0.2,0.8,0.4,24,0.8166666666666667,0.8755555555555555,0.8307692307692308,0.7714285714285715,0.9,0.7333333333333333,22,8,3,27
medium,23,Logistic Regression,Cascade,0.3,0.7,0.25,15,0.7666666666666667,0.8488888888888889,0.78125,0.7352941176470589,0.8333333333333334,0.7,21,9,5,25
medium,23,Logistic Regression,Cascade,0.4,0.6,0.05,3,0.7666666666666667,0.8155555555555556,0.78125,0.7352941176470589,0.8333333333333334,0.7,21,9,5,25
medium,23,Random Forest,Stage 1 only,,,0.0,0,0.9,0.9972222222222222,0.9090909090909091,0.8333333333333334,1.0,0.8,24,6,0,30
medium,23,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9,0.9822222222222222,0.90625,0.8529411764705882,0.9666666666666667,0.8333333333333334,25,5,1,29
medium,23,Random Forest,Cascade,0.2,0.8,0.43333333333333335,26,0.9,0.9911111111111112,0.90625,0.8529411764705882,0.9666666666666667,0.8333333333333334,25,5,1,29
medium,23,Random Forest,Cascade,0.3,0.7,0.2,12,0.9166666666666666,0.9977777777777778,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,23,Random Forest,Cascade,0.4,0.6,0.05,3,0.9166666666666666,0.9944444444444445,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,23,XGBoost,Stage 1 only,,,0.0,0,0.9166666666666666,0.9711111111111111,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,23,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9,0.9566666666666668,0.9,0.9,0.9,0.9,27,3,3,27
medium,23,XGBoost,Cascade,0.2,0.8,0.11666666666666667,7,0.9333333333333333,0.9744444444444444,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
medium,23,XGBoost,Cascade,0.3,0.7,0.1,6,0.9166666666666666,0.9733333333333334,0.9206349206349206,0.8787878787878788,0.9666666666666667,0.8666666666666667,26,4,1,29
medium,23,XGBoost,Cascade,0.4,0.6,0.03333333333333333,2,0.9166666666666666,0.9744444444444444,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,24,Logistic Regression,Stage 1 only,,,0.0,0,0.8333333333333334,0.8799999999999999,0.84375,0.7941176470588235,0.9,0.7666666666666667,23,7,3,27
medium,24,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.8,0.8977777777777779,0.8125,0.7647058823529411,0.8666666666666667,0.7333333333333333,22,8,4,26
medium,24,Logistic Regression,Cascade,0.2,0.8,0.4,24,0.8333333333333334,0.8711111111111112,0.84375,0.7941176470588235,0.9,0.7666666666666667,23,7,3,27
medium,24,Logistic Regression,Cascade,0.3,0.7,0.3333333333333333,20,0.8333333333333334,0.8744444444444444,0.84375,0.7941176470588235,0.9,0.7666666666666667,23,7,3,27
medium,24,Logistic Regression,Cascade,0.4,0.6,0.15,9,0.85,0.8777777777777779,0.8571428571428571,0.8181818181818182,0.9,0.8,24,6,3,27
medium,24,Random Forest,Stage 1 only,,,0.0,0,0.9833333333333333,0.9988888888888889,0.9836065573770492,0.967741935483871,1.0,0.9666666666666667,29,1,0,30
medium,24,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9666666666666667,0.9977777777777779,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
medium,24,Random Forest,Cascade,0.2,0.8,0.31666666666666665,19,0.9666666666666667,0.9988888888888889,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
medium,24,Random Forest,Cascade,0.3,0.7,0.16666666666666666,10,0.9666666666666667,1.0,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
medium,24,Random Forest,Cascade,0.4,0.6,0.1,6,0.9833333333333333,1.0,0.9836065573770492,0.967741935483871,1.0,0.9666666666666667,29,1,0,30
medium,24,XGBoost,Stage 1 only,,,0.0,0,0.95,0.9788888888888889,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
medium,24,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9166666666666666,0.9744444444444444,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,24,XGBoost,Cascade,0.2,0.8,0.13333333333333333,8,0.9166666666666666,0.98,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,24,XGBoost,Cascade,0.3,0.7,0.06666666666666667,4,0.9166666666666666,0.98,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,24,XGBoost,Cascade,0.4,0.6,0.016666666666666666,1,0.95,0.9788888888888889,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
medium,25,Logistic Regression,Stage 1 only,,,0.0,0,0.6833333333333333,0.8055555555555556,0.6666666666666666,0.7037037037037037,0.6333333333333333,0.7333333333333333,22,8,11,19
medium,25,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.7833333333333333,0.8766666666666667,0.7719298245614035,0.8148148148148148,0.7333333333333333,0.8333333333333334,25,5,8,22
medium,25,Logistic Regression,Cascade,0.2,0.8,0.4166666666666667,25,0.8,0.8788888888888888,0.7931034482758621,0.8214285714285714,0.7666666666666667,0.8333333333333334,25,5,7,23
medium,25,Logistic Regression,Cascade,0.3,0.7,0.2833333333333333,17,0.7833333333333333,0.8544444444444445,0.7796610169491526,0.7931034482758621,0.7666666666666667,0.8,24,6,7,23
medium,25,Logistic Regression,Cascade,0.4,0.6,0.16666666666666666,10,0.7666666666666667,0.8311111111111111,0.75,0.8076923076923077,0.7,0.8333333333333334,25,5,9,21
medium,25,Random Forest,Stage 1 only,,,0.0,0,0.9666666666666667,0.991111111111111,0.967741935483871,0.9375,1.0,0.9333333333333333,28,2,0,30
