scenario,split,model,configuration,threshold_low,threshold_high,stage2_usage,n_stage2,accuracy,auc,f1,precision,recall,specificity,tn,fp,fn,tp
weak,22,Logistic Regression,Stage 1 only,,,0.0,0,0.6166666666666667,0.6833333333333333,0.6229508196721312,0.6129032258064516,0.6333333333333333,0.6,18,12,11,19
weak,22,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.7833333333333333,0.8411111111111111,0.7868852459016393,0.7741935483870968,0.8,0.7666666666666667,23,7,6,24
weak,22,Logistic Regression,Cascade,0.2,0.8,0.7333333333333333,44,0.7833333333333333,0.8211111111111111,0.7796610169491526,0.7931034482758621,0.7666666666666667,0.8,24,6,7,23
weak,22,Logistic Regression,Cascade,0.3,0.7,0.4166666666666667,25,0.75,0.7833333333333333,0.7368421052631579,0.7777777777777778,0.7,0.8,24,6,9,21
weak,22,Logistic Regression,Cascade,0.4,0.6,0.18333333333333332,11,0.7,0.7455555555555556,0.6896551724137931,0.7142857142857143,0.6666666666666666,0.7333333333333333,22,8,10,20
weak,22,Random Forest,Stage 1 only,,,0.0,0,0.8333333333333334,0.8872222222222222,0.8571428571428571,0.75,1.0,0.6666666666666666,20,10,0,30
weak,22,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9333333333333333,0.9572222222222222,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
weak,22,Random Forest,Cascade,0.2,0.8,0.6833333333333333,41,0.9333333333333333,0.9644444444444444,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
weak,22,Random Forest,Cascade,0.3,0.7,0.43333333333333335,26,0.9,0.9294444444444444,0.9090909090909091,0.8333333333333334,1.0,0.8,24,6,0,30
weak,22,Random Forest,Cascade,0.4,0.6,0.18333333333333332,11,0.9,0.925,0.9090909090909091,0.8333333333333334,1.0,0.8,24,6,0,30
weak,22,XGBoost,Stage 1 only,,,0.0,0,0.85,0.9211111111111111,0.8615384615384616,0.8,0.9333333333333333,0.7666666666666667,23,7,2,28
weak,22,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.8833333333333333,0.9555555555555555,0.8852459016393442,0.8709677419354839,0.9,0.8666666666666667,26,4,3,27
weak,22,XGBoost,Cascade,0.2,0.8,0.38333333333333336,23,0.8666666666666667,0.9344444444444445,0.8709677419354839,0.84375,0.9,0.8333333333333334,25,5,3,27
weak,22,XGBoost,Cascade,0.3,0.7,0.2,12,0.8833333333333333,0.9266666666666667,0.8888888888888888,0.8484848484848485,0.9333333333333333,0.8333333333333334,25,5,2,28
weak,22,XGBoost,Cascade,0.4,0.6,0.1,6,0.8666666666666667,0.9333333333333333,0.875,0.8235294117647058,0.9333333333333333,0.8,24,6,2,28
weak,23,Logistic Regression,Stage 1 only,,,0.0,0,0.6333333333333333,0.6555555555555556,0.6764705882352942,0.6052631578947368,0.7666666666666667,0.5,15,15,7,23
weak,23,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.6666666666666666,0.7755555555555556,0.6428571428571429,0.6923076923076923,0.6,0.7333333333333333,22,8,12,18
weak,23,Logistic Regression,Cascade,0.2,0.8,0.7833333333333333,47,0.7,0.7677777777777778,0.7,0.7,0.7,0.7,21,9,9,21
weak,23,Logistic Regression,Cascade,0.3,0.7,0.5166666666666667,31,0.7166666666666667,0.7422222222222223,0.7301587301587301,0.696969696969697,0.7666666666666667,0.6666666666666666,20,10,7,23
weak,23,Logistic Regression,Cascade,0.4,0.6,0.3,18,0.6666666666666666,0.6944444444444444,0.6774193548387096,0.65625,0.7,0.6333333333333333,19,11,9,21
weak,23,Random Forest,Stage 1 only,,,0.0,0,0.8833333333333333,0.9794444444444443,0.8955223880597015,0.8108108108108109,1.0,0.7666666666666667,23,7,0,30
weak,23,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.8,0.9361111111111112,0.8064516129032258,0.78125,0.8333333333333334,0.7666666666666667,23,7,5,25
weak,23,Random Forest,Cascade,0.2,0.8,0.6333333333333333,38,0.8,0.9427777777777777,0.8064516129032258,0.78125,0.8333333333333334,0.7666666666666667,23,7,5,25
weak,23,Random Forest,Cascade,0.3,0.7,0.3,18,0.8333333333333334,0.9688888888888889,0.84375,0.7941176470588235,0.9,0.7666666666666667,23,7,3,27
weak,23,Random Forest,Cascade,0.4,0.6,0.1,6,0.8333333333333334,0.9622222222222223,0.8484848484848485,0.7777777777777778,0.9333333333333333,0.7333333333333333,22,8,2,28
weak,23,XGBoost,Stage 1 only,,,0.0,0,0.8,0.9400000000000001,0.8125,0.7647058823529411,0.8666666666666667,0.7333333333333333,22,8,4,26
weak,23,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.8333333333333334,0.9155555555555555,0.8214285714285714,0.8846153846153846,0.7666666666666667,0.9,27,3,7,23
weak,23,XGBoost,Cascade,0.2,0.8,0.31666666666666665,19,0.8833333333333333,0.9488888888888889,0.8813559322033898,0.896551724137931,0.8666666666666667,0.9,27,3,4,26
weak,23,XGBoost,Cascade,0.3,0.7,0.21666666666666667,13,0.8666666666666667,0.9422222222222222,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,26,4,4,26
weak,23,XGBoost,Cascade,0.4,0.6,0.06666666666666667,4,0.85,0.9555555555555555,0.8571428571428571,0.8181818181818182,0.9,0.8,24,6,3,27
weak,24,Logistic Regression,Stage 1 only,,,0.0,0,0.6666666666666666,0.74,0.6774193548387096,0.65625,0.7,0.6333333333333333,19,11,9,21
weak,24,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.75,0.8366666666666667,0.7692307692307693,0.7142857142857143,0.8333333333333334,0.6666666666666666,20,10,5,25
weak,24,Logistic Regression,Cascade,0.2,0.8,0.8666666666666667,52,0.7666666666666667,0.8511111111111112,0.7878787878787878,0.7222222222222222,0.8666666666666667,0.6666666666666666,20,10,4,26
weak,24,Logistic Regression,Cascade,0.3,0.7,0.5833333333333334,35,0.75,0.8133333333333334,0.7692307692307693,0.7142857142857143,0.8333333333333334,0.6666666666666666,20,10,5,25
weak,24,Logistic Regression,Cascade,0.4,0.6,0.26666666666666666,16,0.75,0.8366666666666667,0.7540983606557377,0.7419354838709677,0.7666666666666667,0.7333333333333333,22,8,7,23
weak,24,Random Forest,Stage 1 only,,,0.0,0,0.8833333333333333,0.9766666666666666,0.8955223880597015,0.8108108108108109,1.0,0.7666666666666667,23,7,0,30
weak,24,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9,0.9705555555555556,0.90625,0.8529411764705882,0.9666666666666667,0.8333333333333334,25,5,1,29
weak,24,Random Forest,Cascade,0.2,0.8,0.6666666666666666,40,0.9,0.9738888888888888,0.90625,0.8529411764705882,0.9666666666666667,0.8333333333333334,25,5,1,29
weak,24,Random Forest,Cascade,0.3,0.7,0.26666666666666666,16,0.9,0.9838888888888888,0.90625,0.8529411764705882,0.9666666666666667,0.8333333333333334,25,5,1,29
weak,24,Random Forest,Cascade,0.4,0.6,0.08333333333333333,5,0.9,0.9822222222222222,0.9090909090909091,0.8333333333333334,1.0,0.8,24,6,0,30
weak,24,XGBoost,Stage 1 only,,,0.0,0,0.9166666666666666,0.9855555555555555,0.9206349206349206,0.8787878787878788,0.9666666666666667,0.8666666666666667,26,4,1,29
weak,24,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.8833333333333333,0.95,0.8852459016393442,0.8709677419354839,0.9,0.8666666666666667,26,4,3,27
weak,24,XGBoost,Cascade,0.2,0.8,0.23333333333333334,14,0.9333333333333333,0.9733333333333334,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
weak,24,XGBoost,Cascade,0.3,0.7,0.18333333333333332,11,0.9333333333333333,0.9711111111111111,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
weak,24,XGBoost,Cascade,0.4,0.6,0.15,9,0.9166666666666666,0.9711111111111111,0.9206349206349206,0.8787878787878788,0.9666666666666667,0.8666666666666667,26,4,1,29
weak,25,Logistic Regression,Stage 1 only,,,0.0,0,0.5666666666666667,0.6444444444444445,0.5357142857142857,0.5769230769230769,0.5,0.6333333333333333,19,11,15,15
weak,25,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.75,0.8255555555555556,0.7368421052631579,0.7777777777777778,0.7,0.8,24,6,9,21
weak,25,Logistic Regression,Cascade,0.2,0.8,0.7,42,0.75,0.7733333333333333,0.7368421052631579,0.7777777777777778,0.7,0.8,24,6,9,21
weak,25,Logistic Regression,Cascade,0.3,0.7,0.48333333333333334,29,0.7333333333333333,0.7822222222222223,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333,22,8,8,22
weak,25,Logistic Regression,Cascade,0.4,0.6,0.21666666666666667,13,0.65,0.7322222222222222,0.6181818181818182,0.68,0.5666666666666667,0.7333333333333333,22,8,13,17
weak,25,Random Forest,Stage 1 only,,,0.0,0,0.8333333333333334,0.9500000000000001,0.8571428571428571,0.75,1.0,0.6666666666666666,20,10,0,30
weak,25,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.8833333333333333,0.9450000000000001,0.8955223880597015,0.8108108108108109,1.0,0.7666666666666667,23,7,0,30
weak,25,Random Forest,Cascade,0.2,0.8,0.6166666666666667,37,0.8833333333333333,0.9383333333333332,0.8955223880597015,0.8108108108108109,1.0,0.7666666666666667,23,7,0,30
weak,25,Random Forest,Cascade,0.3,0.7,0.2833333333333333,17,0.8833333333333333,0.9527777777777778,0.8955223880597015,0.8108108108108109,1.0,0.7666666666666667,23,7,0,30
weak,25,Random Forest,Cascade,0.4,0.6,0.13333333333333333,8,0.8666666666666667,0.9472222222222222,0.8823529411764706,0.7894736842105263,1.0,0.7333333333333333,22,8,0,30
weak,25,XGBoost,Stage 1 only,,,0.0,0,0.8666666666666667,0.9055555555555554,0.8787878787878788,0.8055555555555556,0.9666666666666667,0.7666666666666667,23,7,1,29
weak,25,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.85,0.9122222222222222,0.8656716417910447,0.7837837837837838,0.9666666666666667,0.7333333333333333,22,8,1,29
weak,25,XGBoost,Cascade,0.2,0.8,0.2,12,0.85,0.8877777777777778,0.8656716417910447,0.7837837837837838,0.9666666666666667,0.7333333333333333,22,8,1,29
weak,25,XGBoost,Cascade,0.3,0.7,0.13333333333333333,8,0.85,0.8733333333333333,0.8656716417910447,0.7837837837837838,0.9666666666666667,0.7333333333333333,22,8,1,29
weak,25,XGBoost,Cascade,0.4,0.6,0.11666666666666667,7,0.85,0.8677777777777778,0.8656716417910447,0.7837837837837838,0.9666666666666667,0.7333333333333333,22,8,1,29
weak,26,Logistic Regression,Stage 1 only,,,0.0,0,0.6166666666666667,0.7144444444444444,0.5660377358490566,0.6521739130434783,0.5,0.7333333333333333,22,8,15,15
weak,26,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.8166666666666667,0.8811111111111111,0.819672131147541,0.8064516129032258,0.8333333333333334,0.8,24,6,5,25
weak,26,Logistic Regression,Cascade,0.2,0.8,0.8166666666666667,49,0.8166666666666667,0.87,0.819672131147541,0.8064516129032258,0.8333333333333334,0.8,24,6,5,25
weak,26,Logistic Regression,Cascade,0.3,0.7,0.55,33,0.7833333333333333,0.8233333333333334,0.7796610169491526,0.7931034482758621,0.7666666666666667,0.8,24,6,7,23
weak,26,Logistic Regression,Cascade,0.4,0.6,0.3,18,0.7333333333333333,0.8077777777777778,0.7037037037037037,0.7916666666666666,0.6333333333333333,0.8333333333333334,25,5,11,19
weak,26,Random Forest,Stage 1 only,,,0.0,0,0.9,0.95,0.9090909090909091,0.8333333333333334,1.0,0.8,24,6,0,30
weak,26,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9333333333333333,0.9738888888888889,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
weak,26,Random Forest,Cascade,0.2,0.8,0.5666666666666667,34,0.9333333333333333,0.9800000000000001,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
weak,26,Random Forest,Cascade,0.3,0.7,0.25,15,0.9166666666666666,0.9705555555555556,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
weak,26,Random Forest,Cascade,0.4,0.6,0.08333333333333333,5,0.9,0.9494444444444445,0.9090909090909091,0.8333333333333334,1.0,0.8,24,6,0,30
weak,26,XGBoost,Stage 1 only,,,0.0,0,0.8833333333333333,0.9288888888888889,0.8888888888888888,0.8484848484848485,0.9333333333333333,0.8333333333333334,25,5,2,28
weak,26,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.8833333333333333,0.971111111111111,0.8852459016393442,0.8709677419354839,0.9,0.8666666666666667,26,4,3,27
weak,26,XGBoost,Cascade,0.2,0.8,0.2833333333333333,17,0.8833333333333333,0.9511111111111112,0.8923076923076924,0.8285714285714286,0.9666666666666667,0.8,24,6,1,29
weak,26,XGBoost,Cascade,0.3,0.7,0.15,9,0.9,0.9344444444444445,0.9090909090909091,0.8333333333333334,1.0,0.8,24,6,0,30
weak,26,XGBoost,Cascade,0.4,0.6,0.06666666666666667,4,0.9166666666666666,0.9288888888888889,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
weak,27,Logistic Regression,Stage 1 only,,,0.0,0,0.5833333333333334,0.6433333333333333,0.576271186440678,0.5862068965517241,0.5666666666666667,0.6,18,12,13,17
weak,27,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.7166666666666667,0.7944444444444445,0.746268656716418,0.6756756756756757,0.8333333333333334,0.6,18,12,5,25
weak,27,Logistic Regression,Cascade,0.2,0.8,0.8166666666666667,49,0.7166666666666667,0.7811111111111112,0.7384615384615385,0.6857142857142857,0.8,0.6333333333333333,19,11,6,24
weak,27,Logistic Regression,Cascade,0.3,0.7,0.5166666666666667,31,0.6833333333333333,0.7866666666666667,0.7246376811594203,0.6410256410256411,0.8333333333333334,0.5333333333333333,16,14,5,25
weak,27,Logistic Regression,Cascade,0.4,0.6,0.25,15,0.65,0.7255555555555556,0.676923076923077,0.6285714285714286,0.7333333333333333,0.5666666666666667,17,13,8,22
weak,27,Random Forest,Stage 1 only,,,0.0,0,0.9166666666666666,0.961111111111111,0.9206349206349206,0.8787878787878788,0.9666666666666667,0.8666666666666667,26,4,1,29
weak,27,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9333333333333333,0.9755555555555556,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
weak,27,Random Forest,Cascade,0.2,0.8,0.7,42,0.9333333333333333,0.9755555555555555,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
weak,27,Random Forest,Cascade,0.3,0.7,0.31666666666666665,19,0.9333333333333333,0.9722222222222222,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
weak,27,Random Forest,Cascade,0.4,0.6,0.05,3,0.9333333333333333,0.965,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
weak,27,XGBoost,Stage 1 only,,,0.0,0,0.8666666666666667,0.9555555555555556,0.8709677419354839,0.84375,0.9,0.8333333333333334,25,5,3,27
weak,27,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9166666666666666,0.9611111111111111,0.9206349206349206,0.8787878787878788,0.9666666666666667,0.8666666666666667,26,4,1,29
weak,27,XGBoost,Cascade,0.2,0.8,0.25,15,0.9166666666666666,0.9544444444444444,0.9206349206349206,0.8787878787878788,0.9666666666666667,0.8666666666666667,26,4,1,29
weak,27,XGBoost,Cascade,0.3,0.7,0.15,9,0.9166666666666666,0.9488888888888889,0.9206349206349206,0.8787878787878788,0.9666666666666667,0.8666666666666667,26,4,1,29
weak,27,XGBoost,Cascade,0.4,0.6,0.06666666666666667,4,0.9166666666666666,0.9622222222222222,0.9206349206349206,0.8787878787878788,0.9666666666666667,0.8666666666666667,26,4,1,29
weak,28,Logistic Regression,Stage 1 only,,,0.0,0,0.65,0.6855555555555557,0.676923076923077,0.6285714285714286,0.7333333333333333,0.5666666666666667,17,13,8,22
weak,28,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.7666666666666667,0.8111111111111111,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,23,7,7,23
weak,28,Logistic Regression,Cascade,0.2,0.8,0.8333333333333334,50,0.75,0.7833333333333334,0.7457627118644068,0.7586206896551724,0.7333333333333333,0.7666666666666667,23,7,8,22
weak,28,Logistic Regression,Cascade,0.3,0.7,0.6,36,0.7666666666666667,0.7833333333333333,0.7586206896551724,0.7857142857142857,0.7333333333333333,0.8,24,6,8,22
weak,28,Logistic Regression,Cascade,0.4,0.6,0.2833333333333333,17,0.7166666666666667,0.7366666666666667,0.7301587301587301,0.696969696969697,0.7666666666666667,0.6666666666666666,20,10,7,23
weak,28,Random Forest,Stage 1 only,,,0.0,0,0.9333333333333333,0.975,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
weak,28,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.8666666666666667,0.9400000000000001,0.875,0.8235294117647058,0.9333333333333333,0.8,24,6,2,28
weak,28,Random Forest,Cascade,0.2,0.8,0.5833333333333334,35,0.8666666666666667,0.9494444444444444,0.875,0.8235294117647058,0.9333333333333333,0.8,24,6,2,28
weak,28,Random Forest,Cascade,0.3,0.7,0.3,18,0.9,0.985,0.9090909090909091,0.8333333333333334,1.0,0.8,24,6,0,30
weak,28,Random Forest,Cascade,0.4,0.6,0.1,6,0.9166666666666666,0.9700000000000001,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
weak,28,XGBoost,Stage 1 only,,,0.0,0,0.8666666666666667,0.9488888888888889,0.8709677419354839,0.84375,0.9,0.8333333333333334,25,5,3,27
weak,28,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.8833333333333333,0.9544444444444444,0.8852459016393442,0.8709677419354839,0.9,0.8666666666666667,26,4,3,27
weak,28,XGBoost,Cascade,0.2,0.8,0.35,21,0.9,0.9722222222222222,0.9032258064516129,0.875,0.9333333333333333,0.8666666666666667,26,4,2,28
weak,28,XGBoost,Cascade,0.3,0.7,0.23333333333333334,14,0.8833333333333333,0.9655555555555555,0.8888888888888888,0.8484848484848485,0.9333333333333333,0.8333333333333334,25,5,2,28
weak,28,XGBoost,Cascade,0.4,0.6,0.06666666666666667,4,0.8666666666666667,0.9455555555555556,0.8709677419354839,0.84375,0.9,0.8333333333333334,25,5,3,27
weak,29,Logistic Regression,Stage 1 only,,,0.0,0,0.55,0.6288888888888888,0.5970149253731343,0.5405405405405406,0.6666666666666666,0.43333333333333335,13,17,10,20
weak,29,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.7,0.8211111111111111,0.7272727272727273,0.6666666666666666,0.8,0.6,18,12,6,24
weak,29,Logistic Regression,Cascade,0.2,0.8,0.7666666666666667,46,0.7,0.8088888888888889,0.7272727272727273,0.6666666666666666,0.8,0.6,18,12,6,24
weak,29,Logistic Regression,Cascade,0.3,0.7,0.6166666666666667,37,0.6833333333333333,0.7855555555555556,0.7076923076923077,0.6571428571428571,0.7666666666666667,0.6,18,12,7,23
weak,29,Logistic Regression,Cascade,0.4,0.6,0.26666666666666666,16,0.5833333333333334,0.65,0.6268656716417911,0.5675675675675675,0.7,0.4666666666666667,14,16,9,21
weak,29,Random Forest,Stage 1 only,,,0.0,0,0.85,0.9366666666666668,0.8656716417910447,0.7837837837837838,0.9666666666666667,0.7333333333333333,22,8,1,29
weak,29,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.8666666666666667,0.95,0.8787878787878788,0.8055555555555556,0.9666666666666667,0.7666666666666667,23,7,1,29
weak,29,Random Forest,Cascade,0.2,0.8,0.6333333333333333,38,0.8666666666666667,0.94,0.8787878787878788,0.8055555555555556,0.9666666666666667,0.7666666666666667,23,7,1,29
weak,29,Random Forest,Cascade,0.3,0.7,0.4,24,0.8833333333333333,0.9344444444444444,0.8955223880597015,0.8108108108108109,1.0,0.7666666666666667,23,7,0,30
weak,29,Random Forest,Cascade,0.4,0.6,0.1,6,0.8833333333333333,0.9388888888888889,0.8955223880597015,0.8108108108108109,1.0,0.7666666666666667,23,7,0,30
weak,29,XGBoost,Stage 1 only,,,0.0,0,0.8666666666666667,0.9555555555555555,0.8787878787878788,0.8055555555555556,0.9666666666666667,0.7666666666666667,23,7,1,29
weak,29,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.8666666666666667,0.951111111111111,0.8787878787878788,0.8055555555555556,0.9666666666666667,0.7666666666666667,23,7,1,29
weak,29,XGBoost,Cascade,0.2,0.8,0.18333333333333332,11,0.8833333333333333,0.9477777777777778,0.8955223880597015,0.8108108108108109,1.0,0.7666666666666667,23,7,0,30
weak,29,XGBoost,Cascade,0.3,0.7,0.13333333333333333,8,0.8833333333333333,0.9588888888888889,0.8955223880597015,0.8108108108108109,1.0,0.7666666666666667,23,7,0,30
weak,29,XGBoost,Cascade,0.4,0.6,0.05,3,0.8833333333333333,0.9555555555555555,0.8955223880597015,0.8108108108108109,1.0,0.7666666666666667,23,7,0,30
weak,30,Logistic Regression,Stage 1 only,,,0.0,0,0.6333333333333333,0.6333333333333333,0.6857142857142857,0.6,0.8,0.4666666666666667,14,16,6,24
weak,30,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.7166666666666667,0.8111111111111111,0.7213114754098361,0.7096774193548387,0.7333333333333333,0.7,21,9,8,22
weak,30,Logistic Regression,Cascade,0.2,0.8,0.7333333333333333,44,0.7166666666666667,0.8255555555555555,0.7301587301587301,0.696969696969697,0.7666666666666667,0.6666666666666666,20,10,7,23
weak,30,Logistic Regression,Cascade,0.3,0.7,0.4166666666666667,25,0.65,0.7422222222222221,0.676923076923077,0.6285714285714286,0.7333333333333333,0.5666666666666667,17,13,8,22
weak,30,Logistic Regression,Cascade,0.4,0.6,0.18333333333333332,11,0.5666666666666667,0.6677777777777778,0.6176470588235294,0.5526315789473685,0.7,0.43333333333333335,13,17,9,21
weak,30,Random Forest,Stage 1 only,,,0.0,0,0.9,0.9105555555555556,0.9090909090909091,0.8333333333333334,1.0,0.8,24,6,0,30
weak,30,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.8833333333333333,0.9605555555555555,0.8852459016393442,0.8709677419354839,0.9,0.8666666666666667,26,4,3,27
weak,30,Random Forest,Cascade,0.2,0.8,0.65,39,0.8833333333333333,0.9566666666666667,0.8852459016393442,0.8709677419354839,0.9,0.8666666666666667,26,4,3,27
weak,30,Random Forest,Cascade,0.3,0.7,0.26666666666666666,16,0.8666666666666667,0.9183333333333333,0.875,0.8235294117647058,0.9333333333333333,0.8,24,6,2,28
weak,30,Random Forest,Cascade,0.4,0.6,0.08333333333333333,5,0.9,0.9172222222222222,0.9090909090909091,0.8333333333333334,1.0,0.8,24,6,0,30
weak,30,XGBoost,Stage 1 only,,,0.0,0,0.8833333333333333,0.9122222222222223,0.8888888888888888,0.8484848484848485,0.9333333333333333,0.8333333333333334,25,5,2,28
weak,30,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.85,0.9277777777777777,0.847457627118644,0.8620689655172413,0.8333333333333334,0.8666666666666667,26,4,5,25
weak,30,XGBoost,Cascade,0.2,0.8,0.31666666666666665,19,0.9,0.9422222222222222,0.90625,0.8529411764705882,0.9666666666666667,0.8333333333333334,25,5,1,29
weak,30,XGBoost,Cascade,0.3,0.7,0.23333333333333334,14,0.9,0.9344444444444445,0.90625,0.8529411764705882,0.9666666666666667,0.8333333333333334,25,5,1,29
weak,30,XGBoost,Cascade,0.4,0.6,0.08333333333333333,5,0.8833333333333333,0.9177777777777778,0.8888888888888888,0.8484848484848485,0.9333333333333333,0.8333333333333334,25,5,2,28
medium,1,Logistic Regression,Stage 1 only,,,0.0,0,0.7666666666666667,0.87,0.7941176470588235,0.7105263157894737,0.9,0.6333333333333333,19,11,3,27
medium,1,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.8166666666666667,0.8933333333333333,0.819672131147541,0.8064516129032258,0.8333333333333334,0.8,24,6,5,25
medium,1,Logistic Regression,Cascade,0.2,0.8,0.4666666666666667,28,0.8,0.9066666666666666,0.8064516129032258,0.78125,0.8333333333333334,0.7666666666666667,23,7,5,25
medium,1,Logistic Regression,Cascade,0.3,0.7,0.31666666666666665,19,0.8333333333333334,0.8933333333333334,0.8387096774193549,0.8125,0.8666666666666667,0.8,24,6,4,26
medium,1,Logistic Regression,Cascade,0.4,0.6,0.16666666666666666,10,0.8,0.8622222222222222,0.8125,0.7647058823529411,0.8666666666666667,0.7333333333333333,22,8,4,26
medium,1,Random Forest,Stage 1 only,,,0.0,0,0.9166666666666666,0.9850000000000001,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,1,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9333333333333333,0.99,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,28,2,2,28
medium,1,Random Forest,Cascade,0.2,0.8,0.48333333333333334,29,0.9333333333333333,0.9911111111111112,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,28,2,2,28
medium,1,Random Forest,Cascade,0.3,0.7,0.2833333333333333,17,0.9333333333333333,0.9933333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,28,2,2,28
medium,1,Random Forest,Cascade,0.4,0.6,0.1,6,0.9333333333333333,0.9855555555555556,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
medium,1,XGBoost,Stage 1 only,,,0.0,0,0.9166666666666666,0.9788888888888889,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,1,XGBoost,Stage 1 + Stage 2,,,1.0,60,0.9333333333333333,0.9766666666666667,0.9375,0.8823529411764706,1.0,0.8666666666666667,26,4,0,30
medium,1,XGBoost,Cascade,0.2,0.8,0.16666666666666666,10,0.95,0.9811111111111112,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
medium,1,XGBoost,Cascade,0.3,0.7,0.11666666666666667,7,0.95,0.9788888888888889,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
medium,1,XGBoost,Cascade,0.4,0.6,0.06666666666666667,4,0.9166666666666666,0.9755555555555556,0.9230769230769231,0.8571428571428571,1.0,0.8333333333333334,25,5,0,30
medium,2,Logistic Regression,Stage 1 only,,,0.0,0,0.7666666666666667,0.8277777777777778,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,23,7,7,23
medium,2,Logistic Regression,Stage 1 + Stage 2,,,1.0,60,0.8,0.9144444444444444,0.8125,0.7647058823529411,0.8666666666666667,0.7333333333333333,22,8,4,26
medium,2,Logistic Regression,Cascade,0.2,0.8,0.43333333333333335,26,0.7666666666666667,0.8633333333333333,0.7741935483870968,0.75,0.8,0.7333333333333333,22,8,6,24
medium,2,Logistic Regression,Cascade,0.3,0.7,0.23333333333333334,14,0.8,0.8466666666666667,0.8,0.8,0.8,0.8,24,6,6,24
medium,2,Logistic Regression,Cascade,0.4,0.6,0.11666666666666667,7,0.7666666666666667,0.83,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,23,7,7,23
medium,2,Random Forest,Stage 1 only,,,0.0,0,0.95,0.9877777777777778,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
medium,2,Random Forest,Stage 1 + Stage 2,,,1.0,60,0.9333333333333333,0.9744444444444444,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
medium,2,Random Forest,Cascade,0.2,0.8,0.43333333333333335,26,0.9333333333333333,0.9772222222222222,0.9354838709677419,0.90625,0.9666666666666667,0.9,27,3,1,29
medium,2,Random Forest,Cascade,0.3,0.7,0.18333333333333332,11,0.95,0.9833333333333333,0.9523809523809523,0.9090909090909091,1.0,0.9,27,3,0,30
